;id;canal;texto;temas
393;394;Audiência Regional - Sé;"Boa noite a todos e a todos. 

Eu sou da Rede de Proteção de Defesa da Pessoa Idosa e também do Fórum Permanente Políticas Públicas Para Pessoas Idosas da Região Centro. 

Em primeiro lugar endosso e me representa a fala da nossa companheira Hermínia Brandão, não vou repetir que embora os números pareçam grandes o orçamento é extremamente pequeno para a questão da pessoa idosa e vou passar a enumerar as propostas para não perder muito tempo na meta 1.É fundamental, nesse momento de pandemia, a gente ampliar o serviço de alimentação domiciliar a pessoa idosa e outros programas de segurança alimentar. 

comentrega de cestas nas casas dos idosos não correr o risco dele diminuir porque ele é caro, o que é caro porque é bom para a população vulnerável em risco social. 

A segunda proposta na meta 3 é implantar uma unidade de saúde na área da Liberdade como a Hermínia já falou. Por que é uma região totalmente desprovida de serviços de  assistência da Saúde, então realmente precisamos enfrentar a questão da Liberdade. 

 Na meta 8, também precisamos implantar o PAI (Programa de Assistência ao Idoso) na cidade, atendimento na Liberdade e tendo uma UBS que teremos um PAI,   teremos uma [áudio com erro] porque esses programas são dentro da UBS da atenção primária.  

Com relação a meta 10 locação social, que a nossa companheira Olga provavelmente irá retomar, mas nós precisamos de locação social é inimaginável um centro com tantos imóveis não poder ter uma locação social para idosos e idosas que sinceramente irão para rua, ainda mais com essa pobreza chegando, então nós temos que ter uma ação preventiva e promocional. 

 Com relação a meta 14, me espanta muito não ver a instituição de longa permanência do Idoso, prevista porque o centro de acolhida especial para pessoa idosa tem 210 a 250 pessoas não é um atendimento tão humanizado uma instituição de longa permanência, por todos os protocolos, tem no máximo 60 idosos o que humaniza o atendimento, principalmente dos idosos em fragilidade e vulnerabilidade. ";['Saúde', 'Assistência Social', 'Habitação']
394;395;Audiência Regional - Sé;"Boa noite a todos. 

Obrigado pela oportunidade, é maravilhoso estar aqui com vocês hoje. 

Sou morador do centro da cidade no Bairro da Luz sou redutor de danos e pertenço ao Centro de Convivência É de Lei. 

Atuamos há 20 anos com redução de danos e questões de saúde no território. Então perante as metas que serão abordadas nós verificamos algumas, não foi possível olhar todas. 

Alguns questionamentos que temos é o que vem acontecendo no centro né então eu vou passar alguns apontamentos aqui que são necessidades que a gente vê as fragilidades que existem não só o centro da cidade como na região de São Paulo. 

Trabalhando assim dá pra gente ver que tem uma grande necessidade da população em situação de vulnerabilidade em relação a banheiros. 

A gente pede o aumento de centros de convivência para pessoas em situação de vulnerabilidade, a implantação de banheiros públicos perenes com garantia de manutenção, porque isso é uma problemática todo equipamento que é for fornecido pela gestão da prefeitura não faz manutenção, então há perda de equipamento. 

Maior oferta no POT para pessoas que não têm acesso à internet ou não tem acesso a alguns equipamentos sociais são as pessoas que estão em situação de rua. 

Aumentar o atendimento psicossocial do consultório da rua com abordagem social e também ter oportunidade de melhores encaminhamentos o que é uma coisa que não tem essa fragilidade de acesso a um leve traz que a gente não sabe bem como atuar na questão. 

  O aumento de vagas para mulheres nos equipamentos de assistência social porque tem uma fragilidade também em relação a saúde delas que estão em situação vulnerável e de violência também, elas não têm espaço nos atendimentos. 

Garantir protocolo de atendimento eficaz de assistência social em relação aos centros de acolhida e demais serviços porque tem essa fragilidade e nós que atuamos na cidade e temos essa comunicação  

Eu peço também, lembrando o que o Giordano traz como também morador do centro da cidade, perto da luz, a questão da violência há muita violência e as desocupações estão aumentando o índice de pessoas em situação de rua contribuindo com a pandemia. 

Acho que essas questões têm que ser revistas e abordadas. 

Eu agradeço a todos pela oportunidade e a gente está aí é para atuar e somar. 

Muito obrigado pela oportunidade. ";['Segurança Urbana', 'Assistência Social', 'Desenvolvimento Econômico e Trabalho', 'Saúde']
395;396;Audiência Regional - Penha;"Quero parabenizar a todos pela Presença né, com o vereador João Jorge lá do Sol, nosso prefeito todos os secretários, e Passou um concelho participativo e todos Os municípios, que estão presentes né. É no caso eu gostaria de falar da minha região, aqui e é na Vila Matilde as coisas que nós estamos precisando mais, aqui na nossa região de todos os planos de meta, os empregados por conta da pandemia, é que está previsto 10 mil vagas de empregos e ajudar essas pessoas aqui porque  quando voltar da  pandemia muita gente vai estar,  em complicação de renda.
Estamos  precisando também de tratamento médico e  dentário prioridade para cá também  entendeu defasado essa parte tanto que  no plano passado se eu não me engano foi  de 63%,  que colocaram em  andamento né a partir da  Saúde aqui na nossa região, 
Também gostaria de falar também de ONGs instituições, que estão ajudando as  pessoas relacionado as pessoas gerirem o  seu próprio sustento tem seus  próprios  ganhos, as mulheres estão em casa elas poderiam aprender a fazer um bolo, fazer  uma comida, por exemplo, uma yakisoba um lanche para poder conseguir  uma renda extra, né e ajudar a 
Se puder também facilitar entendeu  que as pessoas consigam ter esse ganho tem tanta burocracia entendeu  porque tem agora  que passar por Vigilância sanitária eu sei que tem  um monte de processo, nós tentarmos  pelo menos nessa época de  pandemia e nós não sabemos até quando que nós vamos continuar perdendo nessa parte que nós consigamos que as pessoas são ganhe seus sustentos  porque o auxílio que a  prefeitura ta Dando vai acabar um mês daqui a mais. Então as pessoas vão voltar o governo federal também não sabe que vai ajudar algumas pessoas daqui do sul precisam ter posso pé o parto que falou de também o locais para crianças e idosos.      ";['Saúde', 'Desenvolvimento Econômico e Trabalho']
396;397;Audiência Regional - Penha;"Ok obrigado boa noite a todos, a vereadores e sub Prefeito e secretário bom sou  morador aqui do Arthur Alvim do outro lado  né como foi dito por algumas pessoas nós temos uma verdadeira Muralha  e é o lado de lá do metrô que é normalmente mais conhecido e às vezes recebe mais atenção que há quase um e o  outro lado aqui que ao lado da Águia de  Haia vamos lá aqui eu tenho algumas  considerações é que a gente precisa nas metas é a implantação do Parque Ponte Rasa Águia de  Haia . Acho até Peço para que o subprefeito falando só dar um pulo lá que nós temos um pesqueiro nas nascentes né as pessoas lá se simpatizaram e fizeram um pesqueiro público que eles mesmo gera então precisam de um certo apoio para limpeza do local manutenção esse tipo de coisa. reforma e regularização fundiária a Penha e Arthur precisa muito disso e praticamente virou uma favela vertical e tá! 
Totalmente largado e não tem absolutamente nada inclusive as lixeiras foram colocadas lá viraram praticamente um ponto viciado Reforma de calçadas né, reforma de calçadas dentro dos perímetros do Decreto 57537 de 2016 isso não vem sendo feito pela Subprefeitura Penha, simplesmente eles acham que tem que fazer só nos centros ou nas maiores Avenidas e as outras vias que estão mais para dentro dos bairros são plenamente esquecidas aí fazer algumas considerações quanto essa audiência né é muito boa sistemática, Mas infelizmente, audiência pública tem que estar aberta para todo mundo falar três minutos, mas tem que estar aberto para quem quiser falar não é Seguir apenas 20 pessoas também foi falado aqui o Osni falou foi muito bem falado quando a questão das áreas públicas nós estamos fazendo aí eu pelo menos a gente fazendo ao em seguida né aqui uma área aqui embaixo do viaduto Milton leão na rua Durandé que eu procurei achei o processo administrativo.
Mas quando você vai entrar para ver eles colocam ele como restrito porque nós não podemos saber quem é que tá! Usando a área que tá sendo Acontecido isso acontece também chama a atenção do secretário aí de esportes, muitos CDCs a gente tá vendo plaquinhas a senhora reserve aqui o seu horário para jogar bola sendo que a área pública e é isso que nos achem isso que é estranho nós gostaria de ter essa transparência toda para você tá! falando nós queríamos alguma coisa aí no plano de metas com a que tem a maior transparência de outra  questãozinha aí falaram nos corredores lá no plano de metas é falaram fazer o corredor Celso Garcia então uma parte do Corredor Celso Garcia que vai passar pela penha vai passar por cima do Parque Tiquatira inclusive com a previsão de cima Estações em cima do Parque é bom todo mundo Abrir o Olho se não  e quando nós vê já estão acabando com o parque e mais uma ponderação é   muito fácil falar que temos tantos milhões de metros quadrados de recapeamento de calçada não é metro quadrada Diferente de metro linear então se você coloca metro quadrado você vai fazer muito menos um metro linear do que se deveria Então você não vai cumprir";['Meio Ambiente', 'Habitação', 'Transportes e Mobilidade', 'Esporte e Lazer', 'Zeladoria Urbana e melhorias de bairro']
397;398;Audiência Regional - Penha;"Bom né boa noite eu queria cumprimentar todos da mesa é todos os Secretários e Prefeito e todos aqui presentes eu queria também a abraço especial a Tarsila  com quem já tive prazer de trabalhar uma vez e Tenho muito orgulho disso tem uma honra e parabenizar aí pela secretaria e sucesso  à frente da secretaria.
 Bom eu estou  representando hoje a associação de moradores do Jardim Piratininga eu faço parte do grupo de pesquisa atualmente com o Mackenzie que está desenvolvendo lá um plano de bairro e aqui a partir desse plano de bairro surgiram algumas demandas importantes e desenhadas para a região que sofre muito principalmente para as questões da inundação então aí afetando aí a meta 30  e 31 em que se trata não só da limpeza de Córrego Mas também de obras de drenagem eu queria pontuar aí a necessidade de não só e trabalhar com macrodrenagem mas também com ações de microdrenagem que a gente possa contar aí para diminuir ao menos já que a gente precisa mesmo a parte de macrodrenagem de algumas fazer  ações algumas atividades e a  universidade Mackenzie se coloca à disposição uma parceria para projeto e desenvolvimento aí de soluções para diminuir a questão das enchentes la do Jardim Piratininga.
Outra meta prioritária também é a regularização fundiária da área que já se iniciou já há algum tempo e tá em meio curso lá na secretaria  de habitação então na oportuna e regionalização das metas na meta 12 de regularização fundiária trazer aí dentro dessa como prioritária nessa meta é 12 é a regularização fundiária do Jardim Piratininga e também especial a questão do recapeamento de vias  os, demandas deste  de recapeamento vai  asfaltamento de no Jardim Piratininga. Inclusive existe uma emenda parlamentar que ta parada na pronta aí para ser acionada, tem recurso disponível já e que pudessem também entrar aí na média 34 como prioridade as vias lá do Jardim Piratininga então era isso que eu queria dizer parabenizar aí o trabalho excelente sabe o esforço que é montar uma audiência publica nessa situação de pandemia e parabenizo esforço de todos e participação de todos os, as pessoas não têm audiência porque participação algo que nos foi aberto e a gente tem que ocupar esse espaço é isso muito obrigado e boa noite";['Habitação', 'Zeladoria Urbana e melhorias de bairro', 'Infraestrutura Urbana e Obras']
398;399;Audiência Regional - Penha;"Boa noite a todos é tem alguns pontos relevantes a falar sobre problemas metas de você que foram levantaram nelas nossos planos e metas aqui para nossa região 
O primeiro ponto a levantar é relação relacionada à educação passando esse período pós covid será um período de reconstrução de educação e aqui no nosso bairro principalmente porque as escolas que são medianas de mediano pra péssimo, eu posso falar isso porque eu estudei nessa escola eu entendo como que será o que vocês vão ajudar aquelas que o jovem as crianças e adolescentes voltem para a escola com mesmo empenho de anteriormente né, como fazer para recuperar esse tempo perdido não será um desafio só pro nosso bairro começar o desafio também para toda a cidade de são Paulo. Mas aqui quais serão  as, o plano fez dentro da nossa, bairro da nossa região 
Segundo ponto. A saúde realmente aqui também acho que alguém já falou anteriormente Eu repito nós vamos muitas  vezes aqui no posto, no hospital não tem nada, as pessoas não conseguem atendimento não consegue marcar consulta principalmente quem é Jovem é sabemos que é um tempo de covid,mas a gente tem que pensar também que há pessoas com doenças crônicas e que precisam de um acompanhamento rotineiro e não está conseguindo atendimento médico disposição hoje vários postos daqui sempre que nós mandamos e marcar consulta pedimos para remarcar a consulta pedimos para verificar sempre há uma desculpa ah tá em tempo de pandemia não estão marcando consulta  os exames que não estão sendo feitos também aqui na nossa região principalmente no posto da (Patriarca) e não está ocorrendo.
E um terceiro ponto é relacionado ao trabalho né então se não me engano estavam aí entre as metas 50 e 53 em relação ao trabalho. O trabalho  e a relação de emprego também é um dos grandes desafios da nossa cidade nos próximos tempos eu gostaria de saber quais seriam as metas e os projetos para fomentar que tenhamos trabalho aqui no nosso bairro.
E tirando isso é o combate à fome também porque junto com trabalho tem muita desigualdade o nosso bairro e também há pessoas que realmente estão passando fome nesses dias e tá difícil né para todo mundo eu só queria dizer isso mesmo  Obrigado e boa noite a todos";['Saúde', 'Assistência Social', 'Desenvolvimento Econômico e Trabalho', 'Educação']
399;400;Audiência Regional - Penha;"É um grande prazer estar aqui com vocês participando dessas metas né desses planos é assim acredito em todos que foi falado você pode questionar um dois ou três Talvez o restante realmente, nós vê que todos são necessidades da cidade toda 
O grande problema qualquer  é como isso é distribuído a que nós estamos no bairro do Cangaíba e assim, falta muito de tudo falta policiamento falta saúde, educação a gente não tem um plano para idosos a parte do Cras Creas é não tem nós temos um adulto eu assim nós precisaríamos de mais atenção para nossa região Essa é nós temos muita assim demanda e tem pouco recurso vindo para essa região então assim eu acredito que a gente precisaria de alguma forma é está disponibilizando esse tipo de recurso para essa região aqui como muitos falaram André se eu não me engano Ivan o Valmir assim nós temos muita coisa que tem que ajudar, mas não tem um retorno pra isso acontecer, nós não temos uma delegacia que cuida da nossa área, nós temos a delegacia da Penha décima que cuida de todo a região só que assim a quantidade de pessoas que tem lá para tomando conta disso é muito pouca a mesma coisa Polícia Militar a gente tem uma grande solicitação para um pequeno efetivo bom então isso daí assim
Gente teria que se apresentar modos da gente conseguir mostrar essas necessidades para que esse dinheiro fosse melhor distribuído e fosse feito de uma forma que sim nós conseguíssemos também trazer para até aqui como o André falou aqui infelizmente a gente não tem uma grande loja a gente Não tem nada assim que consiga fazer com que a região se desenvolva por si só Então nesse momento realmente, nós precisamos de uma contribuição do município para isso ser feito É eu gostaria que vocês colocassem uma forma que a gente consiga fazer em que isso fosse revertido para nossa região. 
A educação também é aquilo são poucas escolas nunca têm vaga para você conseguir uma vaga a gente tem que recorrer ao Conselho Tutelar Então acho que isso não está correto a gente precisaria de uma atenção pouquinho maior para isso ser revisto para a gente poder ajudar realmente à região que não é pequena e está precisando bastante do estado vamos dizer assim nesse momento Obrigado a todos e um prazer. ";['Segurança Urbana', 'Desenvolvimento Econômico e Trabalho', 'Direitos Humanos e Cidadania', 'Zeladoria Urbana e melhorias de bairro', 'Educação']
400;401;Audiência Regional - Penha;"Bom obrigado boa noite a todos os secretários presentes e o subprefeito o Flávio sol meu nome é Samuel Antenor eu sou jornalista morador da Penha e íntegro o fórum Verde permanente de parques praças e áreas verdes de São Paulo e coordeno também o coletivo de plantio da Penha aqui na região o centro histórico da Penha ele foi tombado pelo COMPESP em 2018 né e de lá para cá o debate sobre o futuro do bairro se intensificou em 2019 buscando discutir essa questão diferentes instituições do bairro como movimento cultural penha o grupo Ururaí O Memorial Penha de França realizaram o evento Colina criativa no centro cultural da Penha, inclusive com apoio da Subprefeitura da Penha para debater como o tombamento do bairro né do centro histórico poderia ser um diferencial para Penha incentivando a economia criativa da região Com base no patrimônio cultural da Penha em aspecto ligados ao uso dos espaços públicos e privados nesse território.
um dos temas debatidos naquele evento foi a questão ambiental e como aspectos relacionados à sustentabilidade poderiam somar para melhorar a qualidade de vida na Penha após o tombamento né bom nesse sentido Surgiu uma proposta de arborização das ruas do bairro na área Tombada e no seu entorno né criando corredores verdes entre o Parque Linear Tiquatira e a área ali do Piscinão do Córrego Rincão entre as estações do metrô Vila Matilde metrô Penha indo desde os baixinhos além do viaduto Aricanduva até a altura da Rua Maria Carlota mais ou menos né esse é um projeto de arborização do dono da Penha. Bom essa arborização já são ela foi iniciada pelo Muda Penha 2020 com participação de munícipes com apoio da subprefeitura da Penha e da Secretaria do Verde é justamente numa área ali junto ao terreno da futura Estação Penha da linha verde que atualmente está em expansão as ações de arborização pararam momentaneamente agora devido pandemia  né, Mas aquele terreno é onde ela começou que fica ali na confluência das ruas Vera Cruz e Santo Antero é objeto de um projeto de lei para ser transformado em parque. como já foi mencionado aqui né esse PL ele foi iniciado há mais de dez anos ele já passou por quatro comissões na Câmara que o avaliaram positivamente e ele aguarda ser colocado para votação e para sanção do prefeito né. Esse PL cria o parque exatamente junto de duas estações do metrô no local que vai ser transformar uma das principais portas de entrada da Penha é um bairro que busca se transformar em um grande Polo cultural com base na economia criativa e na melhoria da qualidade de vida local. No objetivo 60 do eixo São Paulo Global e sustentável tá ali escrito que a prefeitura pretende implantar oito novos parques na cidade, mas não se diz quais seriam e nem onde eles ficariam né considerando que o prefeito Bruno Covas assinou a carta compromisso, quando o candidato agora a reeleição na carta compromisso do fórum verde se comprometendo a reconstituir o percentual de um por cento do orçamento Municipal da secretaria inclusive para a criação desses parques eu gostaria só de frisar que a implantação de um parque ali pela prefeitura e a retomada da arborização das ruas do bairro feita em parceria com o Muda Penha em parceria com a Secretaria do Verde, tem a ver com a meta 62 Não elas vão conseguir ter um diferencial enorme pro bairro nesse momento pós  pandemia para que a gente retome então analisando essa ideia né de reinvenção do centro histórico da Penha como Polo cultural e polo de Economia criativa tem a ver com a meta 54 do eixo São Paulo inovador e criativo com base nisso é eu acho que a questão ambiental é fundamental para essa transformação bom muito obrigado
";['Cultura', 'Meio Ambiente', 'Desenvolvimento Econômico e Trabalho']
401;402;Audiência Regional - Penha;"Boa noite a todos  as autoridades legislativas autoridades do Poder local  é eu sou Cícero Floriano eu tenho especialização em gestão pública pela PUC de São Paulo fui do conselho participativo por duas vezes na gestão do Haddad na gestão do Dória e eu tô sempre participando quando posso né É quero dar os parabéns a é o Flávio sol todo sucesso aí para você um bom trabalho que você fizer para nós vai ser ótimo. É espero que vocês valorizem o conselho participativo coisa que não foi feita anteriormente as outras gestões. Conheço o Flávio daqui da região da Penha e quando ele foi assessor de Jurandir Junqueira e vamos escrever uma nova história a minha proposta escrever uma nova história Flávio que você é morador aqui da região e você sabe que nós passamos uma ditadura de um vereador aqui por muito  tempo fiquei muito feliz porque ele não foi eleito Tá! Talvez a Penha ande agora e não quero que isso se repita na mão de outro Vereador não desrespeitando ninguém bom 
Então o que eu tenho para dizer o seguinte como é que vocês vão realizar essas 75, metas sendo que não existe receita para isso desde quando estabelecer o plano de metas lá com o governo do Kassab se sabe que não dá para cumprir 50%  dessas metas. 50% dessas metas não são possíveis de serem realizados. Mas que eu gostaria também de ter a devolutiva dessas reuniões, desse trabalho e manter esse contato para fazer avaliações constantes e já que tem 75 metas, eu queria colocar a meta número do 76,é o que a Prefeitura vai fazer o poder público e legislativo, vão fazer com as sequelas da pandemia que nós não temos nem ideia do que vai acontecer do que está acontecendo nós estamos indo aí para quarta onda de contaminação internações isso não só aqui em São Paulo no Brasil e no mundo né são notícias que deixam a gente cada vez mais preocupados Então gostaria de ter a devolutiva dessas participações.
E que abram mais vagas para participação porque na gestão do PSDB com todo respeito eles diminuíram o número de vagas do conselho participativo Municipal Então eu estou à disposição de vocês não forem preciso e gostaria de trabalhar seriamente para melhorar a situação da Penha que foi ficou parada no tempo durante 25 anos.   ";[]
402;403;Audiência Regional - Penha;"Oi boa noite eu gostaria de agradecer oportunidade pela audiência a primeira audiência que eu participo né eu queria reforçar o requerimento da Marta Rúbia em relação à coleta seletiva porque eu achei bastante pertinente né. Eu Gostaria de reforçar também sobre acessibilidade que já foi comentada, principalmente das ruas aqui do bairro da Vila Matilde eu já noticiei alguns acidentes nas ruas as pessoas caindo porque há muitos desníveis né irregularidades e tal, e poucas ruas tão conforme a NBR 9050 que é a norma de acessibilidade elas não têm, rampa de acesso não tem piso tático para cegos, etc.
Além disso eu queria falar um pouco sobre o distrito da Vila Matilde que eu que moro em que ele tá com índices péssimos no mapa de desigualdade no que tange a cultura eu gostaria também de requisitar com base nesse índice uma biblioteca ou um centro cultural porque como estudante Universitária Eu sempre tenho que me locomover para o Centro para acessar Galerias e essas coisas eu gostaria de ter alguma coisa aqui no bairro para poder usufruir também eu vou acessar informação com livros, etc. porque eu aqui no distrito Pelo que eu sei único centro cultural que a gente tem ao centro cultural da Penha e mesmo assim é um pouco difícil para eu acessar às vezes não dá para eu ir andando e tal 
Eu também faço um requerimento em relação à memória do distrito da Vila Matilde não tem bens tombados aqui na região embora a gente tenha o programa inventário de memória Paulistana do PBH que foi responsável pela instalação de algumas placas de memória, por exemplo, no Largo do peixe, no entanto, é o nosso que esses espaços de memória eles estão esquecidos eles não são lembrados eu não vejo, por exemplo, manutenção do Largo do peixe que é uma praça importante que foi aonde surgiu a Nenê de Vila Matilde e eu gostaria de ver esses espaços revitalizados tanto quanto a praça da (toco) que é uma praça que eu vejo que ela tem uma relação forte com entorno as pessoas elas habitam aquele espaço o largo do peixe eu vejo um abandono muito forte com lixo na rua, etc. e eu faço esse requerimento não só pelo largo do peixe mas também outras praças que estão abandonadas aqui na região bom obrigada   ";['Cultura', 'Zeladoria Urbana e melhorias de bairro']
403;404;Audiência Regional - Penha;"Boa noite tudo certo parabéns ao secretário ai  pela iniciativa e parabéns a todos os participantes principalmente os moradores aqui do bairro. Sou da Penha e  foram colocados diversas demandas né todas as demandas são válidas são justas, mas existe uma reflexão que nós precisamos fazer o existe a questão do orçamento que é curto e um modo operante isso não é uma crítica a pessoa, mas é isso é a crítica ao modelo que vem sendo adotado no Estado de São Paulo e também agora na cidade de São Paulo quer uma modelo que  totalmente privatista e ele vem abrindo privatizando a saúde já mais da metade do orçamento da nossa saúde são para organizações sociais e as creches também a maioria delas agora são privadas nessa organizações também que controlam. 
Então o que acontece existe para tudo isso existe um custo uma senhora colocou no começo da reunião a questão da luz que eu também faço apesar de não ser competência do município, mas eu faço também inclusos nessa reflexão que o privado quando ele entra para obter lucro qualquer um de nós eu hoje eu já fui funcionário público e hoje eu sou da iniciativa privada então quando a gente entra para obter lucro a gente está remunerar o capital a gente precisa fazer isso e o grande problema que falta dinheiro hoje na cidade para todas as demandas que os senhores apresentaram aqui é porque a gente adotou essa prática de privatizações, e disfarçados de concessões organizações sociais que atravessam as nossas demandas. Como bem falado aqui,  você vai nos postos eles não atendem nós que somos mais jovens eles não atendem tem, não atendem e continuam recebendo por aquilo, existe um pagamento ali entendeu. E assim é uma reflexão então assim é preciso mudar para que sobre dinheiro para todas as demandas que aqui apresentaram é preciso parar com essa prática eu faço um apelo aqui ao partido né PSDB que é um partido social democrata né é o estado que foi pensado lá atrás né o bem-estar social não hoje em dia o que tá sendo o que foi construído na cidade de São Paulo que está sendo construído por essa gestão não é um bem-estar social o bem-estar privado e Como assim é que fica esta reflexão para gente parar colocar a mão na cabeça e pensar e se é essa mesma cidade que a gente quer para gente e onde a gente vê que todos os problemas estão sendo criados aí eu queria agradecer então boa noite a todos.";['Saúde']
404;405;Audiência Regional - Penha;"Boa noite a todos os secretários. Boa noite, Flávio Sol.. São poucas as solicitações. Primeiro,  e mais  importante: mais verba para a nossa  Regional, né. Nós temos em questão de verba, muito pouco inclusive  uma das reclamações do nosso regional,  foi aqui ele estava em Ermelino pequenininho  tinha duas equipes de poda ele tá na  Penha que é duas vezes maior e tem as  mesmas duas equipes porque precisaria  dar uma melhorada nessa distribuição de  renda, ou melhor, de verba para as  regionais, 
Mas eu quero falar assim, nós temos a meta quatro, de saúde que é muito importante.Nós temos a meta 15 que também é importante aqui na Penha nós temos a meta 60 nós temos uma área que é histórica e nós precisamos da colaboração da Regional, ou melhor, da prefeitura, para nós conseguirmos fazer  dessa área temos a disponibilidade E já  tivemos o governo federal a doação e não  conseguimos fazer. 
Mas o mais importante  eu vou colocar no chat duas SEI que eu  gostaria que vocês pesquisarem assim  porque elas vocês não conseguem já  passei isso para o Ricardo vice-prefeito e já passei por Victor o  secretário do Bruno e elas são  bloqueadas e são assuntos que são  pertinentes e que vocês também não vão  ter acesso. Então quando você fala  informação é muito importante, que tenham  essa transparência que tem essa visualização e mais uma coisa que  eu penso que, mais uma coisa que gostaria que não tá no plano  de metas, mas eu acho muito importante,  nós temos várias áreas da Regional e  acredito que toda a cidade de São Paulo que  são emprestadas, são cedidas e não existe  nada que se controle a contrapartida  dessas áreas nós temos diversas áreas,  aqui na Penha inclusive nós temos áreas  em que está sendo servida ou melhor  utilizada para particulares  recebendo dinheiro desses particulares e  nós precisando de um espaço para  construção de uma meta, é a referência  ao idoso temos projeto Pronto já todo  idealizado temos a área simplesmente ela  está cedida a alguém que revende e deixa  essa área, para lá tá!Sendo utilizada e não traz nenhum retorno à nossa a comunidade, e tem várias é uma das coisas  que nós como Conselheiro participativo, coordenador do conselho participativo da  Penha estamos solicitando  é muito importante essa  transparência e essa disponibilidade da  Regional, da Prefeitura em acatar e ver  vários pontos que estão obscuros essas  seu organismo importante, estais  encerrando é muito importante para se reveja esse veja essas situações  obrigado boa noite obrigada a senhora 
";['Meio Ambiente', 'Assistência Social', 'Direitos Humanos e Cidadania', 'Zeladoria Urbana e melhorias de bairro']
405;406;Audiência Regional - Penha;"Boa noite eu gostaria de parabenizar, na verdade, de iniciativas  mais uma vez da Prefeitura  de disponibilizar essa discussão com  os munícipes para que a gente possa também estar acompanhando e opinando.  A quantidade de metas  realmente proposto aí atinge  praticamente 100%  das  necessidades nossas e dos munícipes, e, gostaria que realmente grande parte  dessas metas fosse cumprida ao longo  desses anos eu sei que não é brincadeira  não é fácil, contudo, realmente com muita  disposição e que vai ser possível pelo  menos parte dela ser atingidas, mas eu  queria me ater de todas as necessidades  que 
Hoje é a prefeitura atravessa  a  questão da redução do resíduo sólido que, na verdade, é a questão da redução  de resíduos sólidos, na verdade, seria  um aumento, na verdade, da  coleta seletiva de lixo e um tratamento, na verdade, mais sério, na verdade, que nós deveríamos ter em relação a essa questão. não tem sido é com o devido  respeito não tem sido é contemplado na  prática na verdade, nenhuma de  administrações espero que essa o faça  porque não muito se promete em relação  à  coleta seletiva de lixo e pouco se faz, na verdade, nessa parte sendo ela uma das importantes, na verdade, causadora de  grandes problemas, por exemplo, é que nós atravessamos parte dela e elas são as  enchentes que é hoje nós temos  o  Córrego do  Tiquatira aqui que  transbordou com certeza e prejudicou  muito a população. 
  Mas muito em função do excesso de lixo que está. Digamos assim sendo descartado de forma incorreta quer dizer que nós temos digamos feito muito pouco, na prática, mesmo para poder aumentar nessa coleta perfeito e basicamente é esse o tem mais eu suponho que 75 realmente itens aí contempla né outra coisa também na parte de educação eu como tenho 65 anos eu gostaria de ver a prefeitura, por exemplo.  
 Desenvolver atividades no caso na área de recreação é ser a disputa de futebol de salão como era feito antigamente e crescia muito disputa entre as escolas para poder ter não só da educação, música, enfim trouxesse, na verdade, mesmo eu retomasse, na verdade, culturalmente é também além d o esporte culturalmente essa disputa saudável que só crescia. Na verdade, o relacionamento entre as crianças muito obrigado.";['Cultura', 'Zeladoria Urbana e melhorias de bairro', 'Educação', 'Esporte e Lazer']
406;407;Audiência Regional - Penha;"Oi boa noite Gostaria de parabenizar a ação da Prefeitura na região da Penha parabenizar o subprefeito Flávio Sol e uma pessoa do  Vereador João Paulo e gostaria de fazer  algumas indicações para região da Penha  e principalmente na questão aumento e de  arborização né no plantio de árvores, questão também de uma cobertura no metrô Guilhermina né E quando chove lá molha  as pessoas que passam por ali,a questão, também do aumento da  melhoria do assoreamento de  Córregos. 
 A questão, da regularização fundiária para que todas o cidadão tá  sem transporte posso ter os seus títulos de  cidadania o aumento das habitações novas,habitações na região da Penha, também é  que esteja instalado também pontos culturais,  nos bairros periféricos da Penha para  que as pessoas possam desenvolver e  apresentar as suas artes culturais. na  questão da educação também que possa ter  aula integrais né nas escolas municipais,  é aumento no efetivo G.P.I é  melhoria também salarial, para contratos.   é a questão do empreendedorismo melhoria,  também ao incentivo ao pequeno  comerciante e micro empresários da região da zona leste da Penha em e melhoria  dos hospitais tanto do hospital da penha melhorias  diárias também é para vir  transportes públicos façam ligação  entre bairros, é até porque a penha é  privilegiado cinco estações de metrô e  também a questão  das mulheres e  o tipo de preferências, e também um centro de referência aos idosos. 
Obrigado né pela comunidade Deus abençoe a toda, boa noite essa peça também que acontecendo pela melhoria da população, da nossa querida Penha.
";['Meio Ambiente', 'Habitação', 'Desenvolvimento Econômico e Trabalho', 'Saúde', 'Transportes e Mobilidade', 'Cultura', 'Zeladoria Urbana e melhorias de bairro', 'Educação']
